upc,name,price,stock,review_rating,review_num
de4b403cb629a29f,Glory over Everything: Beyond The Kitchen House,￥391.06,14,3,0
f201f263d8c23f97,Greek Mythic History,￥87.27,14,5,0
afa829857f82f99e,Hamilton: The Revolution,￥501.53,14,3,0
ad41c24ccac0c7ce,Angels & Demons (Robert Langdon #1),￥439.17,14,3,0
1fbb5f786e53a0ce,Angels Walking (Angels Walking #1),￥291.76,14,2,0
ffdc825785c0ede8,Art Ops Vol. 1,￥416.31,14,3,0
41164b8ac02a2c42,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),￥495.99,14,4,0
9b65f676984c9f0c,Balloon Animals,￥145.28,14,3,0
0e0da9192a025efc,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,￥431.83,14,5,0
999912e63a3262ae,Barefoot Contessa Back to Basics,￥238.95,14,1,0
0b165bd4b9f42fd5,Hold Your Breath (Search and Rescue #1),￥245.86,14,1,0
bf68dcb5fad3cc8c,Batman: Europa,￥273.07,14,2,0
a80f66b254fe9eb3,Brain on Fire: My Month of Madness,￥420.74,14,5,0
16ef91b9d827859c,Buying In: The Secret Dialogue Between What We Buy and Who We Are,￥322.47,14,4,0
e2e7b683b4c15b7d,Catching Jordan (Hundred Oaks),￥433.63,14,3,0
5f22418922fa728b,Carrie,￥394.38,14,2,0
1b0fc9f777cad045,"Carry On, Warrior: Thoughts on Life Unarmed",￥271.71,14,3,0
bfbb54bc8cdeed2b,Cell,￥173.09,14,4,0
5b987e54ee72525c,City of Bones (The Mortal Instruments #1),￥369.22,14,1,0
1e264c677d4ee4ae,City of Fallen Angels (The Mortal Instruments #4),￥95.80,14,4,0
077b635ff2afc578,Will You Won't You Want Me?,￥118.24,12,3,0
4a7a25be293ad678,The Star-Touched Queen,￥275.55,12,5,0
ce1ae197ada2aec4,The Silent Sister (Riley MacPherson #1),￥394.90,12,5,0
148715df5a02ea5e,Tipping Point for Planet Earth: How Close Are We to the Edge?,￥320.34,12,1,0
4be9d1910f8a4e80,13 Hours: The Inside Account of What Really Happened In Benghazi,￥230.85,13,1,0
8a6ec2761f91dad2,City of Ashes (The Mortal Instruments #2),￥403.26,14,1,0
8bbd7df8a324f31d,My Kitchen Year: 136 Recipes That Saved My Life,￥98.36,13,2,0
44d97b6707dae3f0,Rook,￥322.98,13,4,0
ac5e0d3938caf686,"The Three Searches, Meaning, and the Story",￥113.72,13,3,0
2f0213137a80d485,Searching for Meaning in Gailana,￥330.40,13,1,0
01a177623cce9596,A Brush of Wings (Angels Walking #3),￥473.55,14,1,0
6e8e5626ac4d279e,1491: New Revelations of the Americas Before Columbus,￥185.97,14,3,0
d5e0526e1ab682a3,A Distant Mirror: The Calamitous 14th Century,￥124.38,14,3,0
c1379d3744f1dd2c,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",￥481.83,14,2,0
1ad06aed9349af46,A People's History of the United States,￥347.98,14,2,0
8682c03de6a844ff,A Man Called Ove,￥338.85,14,1,0
63ee5bc46066a8a8,A Study in Scarlet (Sherlock Holmes #1),￥142.72,14,2,0
14e44163678e24dc,The Midnight Watch: A Novel of the Titanic and the Californian,￥223.51,12,1,0
39861fc1c0845d15,All the Light We Cannot See,￥254.82,14,5,0
4416c474713ec1f5,A Time of Torment (Charlie Parker #14),￥412.47,14,5,0
cf1aa2fc02a7d1e0,Abstract City,￥480.89,14,5,0
5319169a72714c62,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",￥92.99,14,2,0
966ebb738e0f9d9b,City of Glass (The Mortal Instruments #3),￥477.90,14,4,0
9546d537fbf99eb6,"Love, Lies and Spies",￥175.31,12,2,0
b978c9852cde91bd,How to Speak Golf: An Illustrated Guide to Links Lingo,￥497.52,12,5,0
c039f5aceb093537,Most Wanted,￥300.97,12,3,0
e7fe3bf2768602cf,Murder at the 42nd Street Library (Raymond Ambler #1),￥463.74,12,4,0
db84624b151cbe06,No Love Allowed (Dodge Cove #1),￥466.21,12,4,0
81ef44fcc5f454df,One with You (Crossfire #5),￥134.02,12,4,0
abdd91e96515a617,Poisonous (Max Revere Novels #3),￥228.63,12,3,0
b8d7b3f5c7a95d65,Psycho: Sanitarium (Psycho #1.5),￥315.39,12,5,0
8976d9161c027142,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,￥368.02,12,1,0
f40fea200e0c644f,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,￥180.94,12,3,0
b63ea3f7a57ae099,Stars Above (The Lunar Chronicles #4.5),￥409.91,12,2,0
ebf81a62e4798fd1,Raspberry Pi Electronics Projects for the Evil Genius,￥423.73,12,4,0
64fd010bf8d15096,The Children,￥101.35,12,3,0
54fc03f1e1d355db,The Diary of a Young Girl,￥511.00,12,3,0
c6ca293d4810e0d5,The Dinner Party,￥482.34,12,2,0
f732d7d18a91d2ba,The Epidemic (The Program 0.6),￥123.19,12,5,0
42b0c50fc44140ec,Clockwork Angel (The Infernal Devices #1),￥376.55,14,1,0
3063c7e95d0bf76f,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,￥504.60,12,4,0
582a21a1dbbef3cf,The Lonely City: Adventures in the Art of Being Alone,￥283.74,12,2,0
33a3e0e3ffde0dcd,Code Name Verity (Code Name Verity #1),￥188.79,14,4,0
235fa48eeed11d82,The Golden Condom: And Other Essays on Love Lost and Found,￥336.37,12,1,0
6fd646a334e6e133,What's It Like in Space?: Stories from Astronauts Who've Been There,￥167.21,14,2,0
44a10f1ac8ce822e,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,￥325.88,14,4,0
d6361d16212664ed,The Shadow Hero (The Shadow Hero),￥282.71,15,1,0
1c89ae5bb804e4de,I am a Hero Omnibus Volume 1,￥466.04,16,3,0
985991708c47003e,"The Sleep Revolution: Transforming Your Life, One Night at a Time",￥99.64,11,4,0
8d4eefad7a2b3915,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",￥248.85,16,2,0
437d8dea9272d0a9,The Improbability of Love,￥507.16,11,1,0
a4eef523118805ef,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",￥330.74,12,1,0
515cb8fcafb1ad98,Troublemaker: Surviving Hollywood and Scientology,￥412.81,11,2,0
6159d8b187831770,The Widow,￥232.55,11,2,0
b783ce08802cd1d1,Off the Hook (Fishing for Trouble #1),￥406.67,11,3,0
cf62fa272b5f0fa3,Take Me Home Tonight (Rock Star Romance #3),￥460.50,11,3,0
b06599b108e83f98,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",￥180.43,11,2,0
05a61a3bd8ca4149,Playing with Fire,￥116.96,11,3,0
f435aa99d864077d,Sleeping Giants (Themis Files #1),￥415.80,11,1,0
1c584f82a7a1c4f0,The Art of Startup Fundraising,￥179.15,11,3,0
49b24c6a41b82bd2,Boar Island (Anna Pigeon #19),￥507.42,12,3,0
63343e287971bb0c,A Paris Apartment,￥332.79,12,4,0
d069086944f2e330,Can You Keep a Secret? (Fear Street Relaunch #4),￥414.94,12,1,0
df7e628bad5782b4,Dirty (Dive Bar #1),￥348.32,12,4,0
6983328f15506cb9,Eleanor & Park,￥482.08,12,5,0
3968e3fbf4695d7c,Equal Is Unfair: America's Misguided Fight Against Income Inequality,￥485.07,12,1,0
76319fe9d8b465a3,Everyday Italian: 125 Simple and Delicious Recipes,￥171.47,12,5,0
c6a29d6df8de968c,Furiously Happy: A Funny Book About Horrible Things,￥353.69,12,4,0
bddc6fd036eb6279,Hide Away (Eve Duncan #20),￥101.01,12,1,0
825d6c44da3ca5a6,Lab Girl,￥348.49,11,1,0
469508882dfc1991,Lies and Other Acts of Love,￥385.08,11,1,0
bade9943ee01b63f,Lilac Girls,￥147.41,11,2,0
28b2df9fadc9f07e,"Mother, Can You Not?",￥144.09,11,5,0
96aa539bfd4c07e2,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,￥424.07,10,5,0
5569c3fea112718e,M Train,￥231.87,11,1,0
34669b2e9d407d3a,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",￥209.60,10,2,0
a9d7b75461084a26,11/22/63,￥413.58,11,3,0
40c4bf520c17de54,A Gentleman's Position (Society of Gentlemen #3),￥125.83,11,5,0
bb967277222e689c,Adultery,￥178.13,11,5,0
2b69dec0193511d9,A Mother's Reckoning: Living in the Aftermath of Tragedy,￥166.61,11,3,0
816180220e8cb419,Born for This: How to Find the Work You Were Meant to Do,￥184.18,11,5,0
2587c54f5530dafc,Cravings: Recipes for What You Want to Eat,￥174.88,11,3,0
f608c903c451f387,Daredevils,￥139.39,11,3,0
c65c25d990fc7025,"Exit, Pursued by a Bear",￥437.98,11,4,0
2c34f9432069b52b,Arena,￥182.22,11,4,0
ce8666d9b42fc9a0,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,￥480.03,11,3,0
b5953ca1f8a0b8d7,Grey (Fifty Shades #4),￥413.66,11,4,0
20dc4f1ac5d4fd9c,Keep Me Posted,￥174.54,11,4,0
ab60e6f5a63e1cfb,Without Shame,￥411.79,9,5,0
e845d305f64154f1,Don't Forget Steven,￥283.48,9,1,0
7e9068872228c474,Dress Your Family in Corduroy and Denim,￥372.63,9,3,0
8fab4c4f6f82a4ce,If I Gave You God's Phone Number....: Searching for Spirituality in America,￥178.38,9,1,0
97187f5cf0385da3,"Fruits Basket, Vol. 9 (Fruits Basket #9)",￥289.62,9,4,0
913e7109cec0cb4c,Nap-a-Roo,￥213.95,9,1,0
6baac632f7711e26,Modern Day Fables,￥404.71,9,2,0
ee6c67859d70186b,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",￥88.81,9,4,0
47e1b2d43f709995,Mothering Sunday,￥113.80,11,2,0
0e095ed785af7e43,Suzie Snowflake: One beautiful flake (a self-esteem story),￥467.58,9,5,0
ca74f2e3c35a3e77,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",￥476.96,9,1,0
e77594ece9b9d1fe,The Alien Club,￥464.08,9,1,0
f9c87ccb2bc4853b,The Art and Science of Low Carbohydrate Living,￥451.97,9,5,0
33396269bcce166f,The Flowers Lied,￥142.30,9,2,0
65cfc9f242c2984a,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",￥105.27,9,4,0
7186241e043de5dc,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,￥306.43,9,2,0
4b50fb1359ebf35d,The New Brand You: Your New Image Makes the Sale for You,￥375.79,9,5,0
bee6e93e9976f4fa,Shadows of the Past (Logan Point #1),￥338.42,8,5,0
e46a164cf310fd7d,Silence in the Dark (Logan Point #4),￥497.61,8,3,0
a2475a245c9907c4,Smarter Faster Better: The Secrets of Being Productive in Life and Business,￥331.77,8,5,0
3f25a2fedae191cc,The Book of Mormon,￥209.60,9,3,0
a2308a936e898d48,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,￥314.88,8,1,0
331c26103d885cae,South of Sunshine,￥246.80,8,1,0
1bba4b1ba23ed2d6,The Grownup,￥306.09,8,1,0
4f283dfcbeccc0d4,The High Mountains of Portugal,￥436.36,8,1,0
9afd00e81d6208e6,The Martian (The Martian #1),￥353.09,8,2,0
1809259a5a5f1d8d,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,￥315.13,8,2,0
3eec766dda26fa64,The New Drawing on the Right Side of the Brain,￥367.00,8,3,0
b69c852e7e3956af,When Breath Becomes Air,￥335.78,8,2,0
e0bdd79c7304ee8d,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),￥372.12,8,5,0
5a0d2e9284004266,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",￥242.70,8,4,0
04f6c929888f4f11,Why Not Me?,￥151.51,8,1,0
0bfdef63285d3019,Hystopia: A Novel,￥187.34,8,4,0
aeb51dfbe8aeec59,Roller Girl,￥120.29,8,5,0
bbf1ea50be8008ab,I Will Find You,￥377.15,8,1,0
b7870fa6dc088fbb,Howl and Other Poems,￥345.07,8,2,0
8a150fd8ff5d7686,History of Beauty,￥87.78,8,4,0
e77033ce559947f7,"Zero to One: Notes on Startups, or How to Build the Future",￥290.56,8,3,0
0ab4b35dcffcffd1,I'll Give You the Sun,￥481.83,8,1,0
bd26e8a79a856c31,John Vassos: Industrial Design for Modern Life,￥172.49,8,4,0
0cf57cb49272fd37,Kierkegaard: A Christian Missionary to Christians,￥402.06,8,1,0
4d3a4c7b442a9a4e,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",￥213.78,8,2,0
c44c5e1425475206,Les Fleurs du Mal,￥247.74,8,5,0
39eefec3a8498dde,Kill 'Em and Leave: Searching for James Brown and the American Soul,￥384.32,8,5,0
044534b0b28b4e87,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,￥107.06,8,3,0
4729afff3bea0f0a,Man's Search for Meaning,￥251.49,8,3,0
bff270fe9c86a5a9,Miller's Valley,￥499.40,8,2,0
29af1a2566c4e36e,Left Behind (Left Behind #1),￥347.38,8,2,0
c181ca8eabe7d18c,A Hero's Curse (The Unseen Chronicles #1),￥430.73,9,3,0
c0fc0cd215ee1724,Out of Print: City Lights Spotlight No. 14,￥457.60,8,5,0
4a823d80aa30dbb0,Please Kill Me: The Uncensored Oral History of Punk,￥266.08,8,4,0
d56d0710668bb39c,Proofs of God: Classical Arguments from Tertullian to Barth,￥462.46,8,1,0
52fc458ffc756faf,Rising Strong,￥186.14,8,3,0
9a7291b89bd5445c,My Life Next Door (My Life Next Door ),￥310.44,8,5,0
61cf7eb9d2cd8bb0,23 Degrees South: A Tropical Tale of Changing Whether...,￥305.32,9,2,0
0ff9d10864db8364,The Whale,￥306.77,7,4,0
4242cc3d0437db12,Toddlers Are A**holes: It's Not Your Fault,￥217.96,7,1,0
4a0b78598b42897a,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,￥296.19,7,1,0
48cb52d78c992487,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,￥395.24,7,2,0
9735c969c652dd89,What Happened on Beale Street (Secrets of the South Mysteries #2),￥216.43,7,5,0
b46d022080543144,Wildlife of New York: A Five-Borough Coloring Book,￥188.87,7,2,0
a94350ee74deaa07,Under the Tuscan Sun,￥318.46,7,3,0
88ec621893e595d0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,￥103.05,7,3,0
b1a227b7609ff263,32 Yolks,￥457.51,8,2,0
04e3de7ac35ec5cd,Between the World and Me,￥485.49,8,4,0
fef91502cbacf23a,"A Murder Over a Girl: Justice, Gender, Junior High",￥112.61,8,3,0
15ebd83e53d0391b,Being Mortal: Medicine and What Matters in the End,￥469.71,8,4,0
77e9ea355bd8ae57,Brazen: The Courage to Find the You That's Been Hiding,￥163.96,8,2,0
f16c2edb2a603f92,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",￥379.45,8,5,0
7f5157bf53065d36,Brilliant Beacons: A History of the American Lighthouse,￥97.68,8,3,0
0c11e2d068768dbb,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,￥242.36,8,1,0
4dbd54d9e36c9566,Death by Leisure: A Cautionary Tale,￥319.99,8,4,0
e049d44c4f1cf1b2,Ender's Game (The Ender Quintet #1),￥372.29,8,1,0
df6a7c43faa6732b,Future Shock (Future Shock #1),￥474.74,8,5,0
d48c1369927ebef1,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,￥450.94,8,2,0
63d5f1651880dcea,A Shard of Ice (The Black Symphony Saga #1),￥483.10,9,3,0
903a9f8090104c2c,The Shack,￥239.12,9,1,0
0967effecd292a86,Underlying Notes,￥100.84,9,2,0
4fd0a2a350f016e6,Unlimited Intuition Now,￥502.21,9,4,0
d1848064c54e01c7,Watchmen,￥495.22,9,4,0
9147c5251cc99eb1,The Story of Art,￥350.96,7,4,0
9639e89d20228e6e,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",￥451.03,7,3,0
7ffebdd1d5148aef,Sister Dear,￥342.94,7,4,0
bd087cf6a846db75,"Sit, Stay, Love",￥178.30,7,3,0
d6d9ffea95f2f8bf,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,￥414.86,9,4,0
ba047a636b7d3793,Team of Rivals: The Political Genius of Abraham Lincoln,￥171.64,7,5,0
8776181be110838a,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,￥178.30,7,2,0
5fbd03b1ac0a0e69,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,￥282.97,7,4,0
4b8fa561a1e52d1c,The Art Book,￥275.89,7,2,0
20789fb17b423c4c,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),￥446.17,7,5,0
24933c712f0bca2f,The Constant Princess (The Tudor Court #1),￥141.78,7,3,0
d250657f0ebc5d73,The Bourne Identity (Jason Bourne #1),￥364.95,7,4,0
31c56c4d0fe19340,Raymie Nightingale,￥293.55,7,2,0
47f4fd3e8e1dac05,The Glass Castle,￥138.54,7,1,0
68008abf6409dfde,Playing from the Heart,￥276.23,7,1,0
57f85720e54d6442,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,￥337.40,7,1,0
f935412970c9f58f,The Good Girl,￥418.27,7,3,0
7a10353c9c54cf7c,The Drowning Girls,￥304.30,7,3,0
8486f61aa81a3daa,"Rich Dad, Poor Dad",￥441.39,7,1,0
a8dbf1c6b41b885a,The Great Gatsby,￥307.54,7,4,0
0345872b14f9e774,The Origin of Species,￥85.39,7,4,0
c00bc29a678a6efb,Good in Bed (Cannie Shapiro #1),￥316.07,7,5,0
b74ee891e2a6dd69,Leave This Song Behind: Teen Poetry at Its Best,￥436.53,7,5,0
68407606544d6f22,John Adams,￥489.93,7,4,0
746029796363aa51,Nightstruck: A Novel,￥429.53,7,4,0
4c82371b8cd02d4d,King's Folly (The Kinsman Chronicles #1),￥337.91,7,5,0
eff5710404e2ff78,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,￥241.00,7,2,0
2a9fcb3382d351c8,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),￥392.51,7,4,0
b6670507e85b30e6,Like Never Before (Walker Family #2),￥245.43,7,2,0
4781b6bfd6f7a2c5,"Chronicles, Vol. 1",￥448.73,7,2,0
725cd8d23d78cdca,Meternity,￥371.78,7,3,0
a322361a37a78d3d,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,￥219.84,7,1,0
dac4b5847454fd9b,Memoirs of a Geisha,￥423.73,7,3,0
924438fc6cbec836,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",￥97.08,7,5,0
4807043b8218e9ce,Counted With the Stars (Out from Egypt #1),￥153.30,7,5,0
4fa75fc6829431ca,Every Heart a Doorway (Every Heart A Doorway #1),￥103.74,7,5,0
4e980425468708da,Delivering the Truth (Quaker Midwife Mystery #1),￥178.21,7,4,0
4e78f06160b717ac,Finding God in the Ruins: How God Redeems Pain,￥397.88,7,2,0
2e40333991f56f45,For the Love: Fighting for Grace in a World of Impossible Standards,￥385.00,7,3,0
de6d7645f192d517,"Fruits Basket, Vol. 7 (Fruits Basket #7)",￥166.95,7,1,0
e6635f5b0a2c78db,The Invention of Wings,￥318.54,6,1,0
5b546a46a86a9d8c,Benjamin Franklin: An American Life,￥411.10,7,3,0
d326e189b1210916,The Joy of Cooking,￥369.13,6,4,0
2efa5a839e62b1bd,The Makings of a Fatherless Child,￥269.41,6,2,0
60376aa71be66083,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,￥507.16,6,4,0
fd364afd082f5446,The Perks of Being a Wallflower,￥469.37,6,3,0
2da5edf8b5776c9a,The Mysterious Affair at Styles (Hercule Poirot #1),￥211.57,6,4,0
774fa432bd7d9c47,The Rise and Fall of the Third Reich: A History of Nazi Germany,￥338.42,6,2,0
5ba3d703d1ae0c1d,The Sound Of Love,￥493.43,6,5,0
d1378a0ad06ff979,A Gathering of Shadows (Shades of Magic #2),￥382.27,7,4,0
3d250ab0f12be445,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),￥131.55,6,5,0
2bc80eba94950873,The God Delusion,￥399.67,6,3,0
cb17945cb90b7837,The Fellowship of the Ring (The Lord of the Rings #1),￥87.61,6,2,0
eb7459e0c570251d,The Girl You Left Behind (The Girl You Left Behind #1),￥134.70,6,1,0
d33824cb93ecab6f,The Golden Compass (His Dark Materials #1),￥160.12,6,1,0
40cdcbb7692fd408,Life of Pi,￥112.78,7,4,0
48736df57e7bec9f,The Great Railway Bazaar,￥260.53,6,1,0
72b5355dda190b6a,The Hobbit (Middle-Earth Universe),￥151.85,6,5,0
cc1936a9f4e93477,A Summer In Europe,￥378.26,7,2,0
6c7fa6844380f50a,A Short History of Nearly Everything,￥447.02,7,5,0
6b52904b2ab91bf6,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",￥255.33,7,5,0
6478ccb4416e6a5d,The Barefoot Contessa Cookbook,￥511.17,6,5,0
f38f37ed934d84b2,Mere Christianity,￥413.83,6,3,0
2a1b3d967cda1da2,Tell the Wolves I'm Home,￥434.73,6,2,0
720c36b2bee4692e,Pride and Prejudice,￥164.39,6,4,0
8d8e9f9b8730eb25,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,￥261.05,6,3,0
9e60929f521fa280,A Year in Provence (Provence #1),￥485.24,6,4,0
46cb43c2ab133ccc,An Unquiet Mind: A Memoir of Moods and Madness,￥181.71,6,3,0
f3c70d296ec796c4,Catherine the Great: Portrait of a Woman,￥499.48,6,4,0
faf841f81c52638b,Better Homes and Gardens New Cook Book,￥337.91,6,3,0
6e06d0f00f6da20f,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",￥310.44,6,3,0
4e3b183180e2a992,Deception Point,￥343.97,6,4,0
97258f576d4bb672,"Fruits Basket, Vol. 6 (Fruits Basket #6)",￥178.81,6,4,0
6d235933670503d9,Musicophilia: Tales of Music and the Brain,￥397.37,6,1,0
56a34d0cec11d6b0,Fun Home: A Family Tragicomic,￥482.76,6,4,0
012170e4fc87ace0,Give It Back,￥156.29,6,2,0
384c7d41d5ffe9d1,"Girl, Interrupted",￥359.49,6,3,0
fe0f34ebed689381,In Cold Blood,￥426.37,6,4,0
6958de044cb28a84,In the Woods (Dublin Murder Squad #1),￥327.42,6,2,0
7a2b51f69e81c722,Me Before You (Me Before You #1),￥162.26,6,1,0
e792c0969cefe1b8,How to Stop Worrying and Start Living,￥396.60,6,5,0
93379e3a2072a01b,The Metamorphosis,￥243.81,5,1,0
fe7210553d56c097,The Expatriates,￥380.31,5,2,0
3661360c99719414,The Fault in Our Stars,￥402.83,5,1,0
a2a9f76339d21ab1,The False Prince (The Ascendance Trilogy #1),￥477.73,5,5,0
ad84f18659e6bfe2,The Firm,￥388.67,5,3,0
3213b1f13f5f0f7c,The Grand Design,￥117.39,5,3,0
c4589ee5977a47be,The Hiding Place,￥476.96,5,4,0
dfd9ff1f343cdaff,The Little Paris Bookshop,￥210.97,5,3,0
0d210d2448c3018f,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,￥366.06,5,5,0
f701fae56b645ef7,The Power Greens Cookbook: 140 Delicious Superfood Recipes,￥94.27,5,5,0
e0b3a679b83caccc,The Raven Boys (The Raven Cycle #1),￥492.57,5,4,0
2e4fc5eacceec12c,The Raven King (The Raven Cycle #4),￥260.79,5,2,0
abbb492978ff656d,The Secret Garden,￥128.65,5,4,0
3a7d54a264d9f33e,Two Summers,￥124.89,5,1,0
bc209a900101f28d,This Is Your Brain on Music: The Science of a Human Obsession,￥327.59,5,1,0
163d89116179c33f,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,￥457.94,5,4,0
759ee7d059b1beb8,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,￥415.20,5,2,0
60369d96b7b80869,Where She Went (If I Stay #2),￥355.99,5,4,0
e75f3ae1da1cc652,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",￥403.60,5,4,0
2e5b4ff08a75fd02,World Without End (The Pillars of the Earth #2),￥281.26,5,4,0
6036239d2ab349b7,Peak: Secrets from the New Science of Expertise,￥138.88,5,2,0
fec06f52054ea900,The Dream Thieves (The Raven Cycle #2),￥294.32,5,1,0
e958ae92f328c181,Red Dragon (Hannibal Lecter #1),￥199.37,5,3,0
8dde2ff3f6fcc0a3,Killing Floor (Jack Reacher #1),￥268.64,5,4,0
07e6810fd3236bda,Last One Home (New Beginnings #1),￥511.68,5,3,0
7093cf549cd2e7de,Logan Kade (Fallen Crest High #5.5),￥111.93,5,2,0
12a90b90283b2e6d,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,￥212.50,5,5,0
44f545727e704187,Kill the Boy Band,￥132.40,5,5,0
81c68492ccd72941,Maybe Something Beautiful: How Art Transformed a Neighborhood,￥192.29,5,1,0
5e1a88d248599768,Lola and the Boy Next Door (Anna and the French Kiss #2),￥201.59,5,4,0
a4ce39a3720cd679,My Mother Was Nuts,￥269.83,5,4,0
2973d38c2fbd7a5c,Remember Me?,￥97.93,5,3,0
1dba84766a5e87b8,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,￥214.55,5,4,0
59a8ae019b64f2a7,Shiver (The Wolves of Mercy Falls #1),￥138.46,5,5,0
84bb29c53592ac40,Siddhartha,￥291.93,5,5,0
84126312e2431a09,Tell the Wind and Fire,￥388.24,5,3,0
b716233fcb6877e6,The 5th Wave (The 5th Wave #1),￥100.92,5,2,0
50d5a7b861ed1c54,Tell Me Three Things,￥356.68,5,1,0
b228042c088b1913,The Crossover,￥330.74,5,4,0
c4182bdb53e2459a,The Darkest Corners,￥96.66,5,5,0
45045146dbf7b009,Isla and the Happily Ever After (Anna and the French Kiss #3),￥410.59,5,5,0
add33db6ff80db24,America's War for the Greater Middle East: A Military History,￥436.95,5,2,0
f36d24c309e87e5b,An Abundance of Katherines,￥85.31,5,5,0
612369a5947a012e,Approval Junkie: Adventures in Caring Too Much,￥501.70,5,5,0
b54d7416bb445989,Booked,￥149.21,5,5,0
ad5e078beceaeb4a,"Blue Lily, Lily Blue (The Raven Cycle #3)",￥291.16,5,5,0
bcf567421c581f0a,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",￥275.97,5,3,0
429b4a811bef386c,Critique of Pure Reason,￥177.02,5,1,0
1c0a38899c82b60a,"Death Note, Vol. 5: Whiteout (Death Note #5)",￥447.10,5,1,0
94bb629a3f6dd00b,Digital Fortress,￥494.79,5,5,0
e46b1074b99ac4b6,Dracula the Un-Dead,￥303.96,5,5,0
d5ad4c92d8bf26c9,Drama,￥330.15,5,2,0
75cc85cdbe9ad46b,Evicted: Poverty and Profit in the American City,￥360.60,5,1,0
b28c7d07afa7063b,Find Her (Detective D.D. Warren #8),￥190.84,5,1,0
3fc124f59f3068e4,Foundation (Foundation (Publication Order) #1),￥276.57,5,1,0
3fd83dcf37bf1bc0,"Fruits Basket, Vol. 5 (Fruits Basket #5)",￥139.31,5,1,0
d219d4e325e6f204,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),￥311.80,5,2,0
6c49258724f11770,Harry Potter and the Deathly Hallows (Harry Potter #7),￥198.94,5,1,0
7284d85428305f5a,If I Stay (If I Stay #1),￥325.28,5,5,0
